State,County,Population,MenPopulation,WomenPopulation,VotingAgeCitizen,Income,IncomePerCapita,PovertyRate,ChildPovertyRate,EmployedPopulation,UnemployedPopulation,EmploymentRate,UnemploymentRate
Tennessee,Johnson County,17846,9625,8221,14576,32994,19183,25.3,39.1,5595,875,38.4,6.0
Tennessee,Knox County,452286,219839,232447,344306,52458,30541,15.8,19.9,222748,18937,64.7,5.5
Tennessee,Lake County,7588,4761,2827,6383,31993,14232,29.9,47.3,1906,721,29.9,11.3
Tennessee,Lauderdale County,26497,13524,12973,20052,35551,17178,23.1,30.5,9096,1985,45.4,9.9
Tennessee,Lawrence County,42591,20989,21602,31675,41522,19879,18.3,26.6,16277,2787,51.4,8.8
Tennessee,Lewis County,11944,5864,6080,9254,37092,20099,22.1,33.1,4772,370,51.6,4.0
Tennessee,Lincoln County,33543,16488,17055,25753,42153,24029,16.9,24.5,14216,1519,55.2,5.9
Tennessee,Loudon County,51024,24934,26090,38403,55431,30177,13.7,25.0,20363,2535,53.0,6.6
Tennessee,McMinn County,52569,25630,26939,40534,39990,21583,19.7,27.2,20840,3364,51.4,8.3
Tennessee,McNairy County,25945,12672,13273,20102,34353,19745,21.6,26.8,9313,2734,46.3,13.6
Tennessee,Macon County,23239,11381,11858,17076,35533,20666,18.6,22.1,9856,990,57.7,5.8
Tennessee,Madison County,97887,46449,51438,74356,44496,24600,20.3,30.2,43003,4610,57.8,6.2
Tennessee,Marion County,28355,13830,14525,22136,45366,23807,18.1,25.7,11940,1328,53.9,6.0
Tennessee,Marshall County,31753,15700,16053,23747,46837,23920,13.5,17.8,13998,1544,58.9,6.5
Tennessee,Maury County,87606,42201,45405,65102,52080,25872,13.0,17.7,40562,4036,62.3,6.2
Tennessee,Meigs County,11830,5767,6063,9357,39786,22542,16.6,26.4,4300,926,46.0,9.9
Tennessee,Monroe County,45698,22571,23127,35219,36931,20353,20.4,31.4,16551,3275,47.0,9.3
Tennessee,Montgomery County,192120,96196,95924,136485,53737,24827,14.2,18.2,77722,10236,56.9,7.5
Tennessee,Moore County,6302,3108,3194,5009,51671,31479,7.7,11.0,2807,250,56.0,5.0
Tennessee,Morgan County,21639,12088,9551,17379,40707,18649,22.9,31.6,7120,1321,41.0,7.6
Tennessee,Obion County,30659,14679,15980,23563,38063,21939,23.0,33.6,12515,1956,53.1,8.3
Tennessee,Overton County,21995,10914,11081,16878,36052,19961,19.6,27.3,8736,895,51.8,5.3
Tennessee,Perry County,7882,3960,3922,6119,31503,20204,29.4,43.8,2745,379,44.9,6.2
Tennessee,Pickett County,5071,2566,2505,4144,39313,21300,18.8,32.7,2220,162,53.6,3.9
Tennessee,Polk County,16722,8321,8401,13197,42307,24247,17.0,24.9,6762,805,51.2,6.1
Tennessee,Putnam County,75565,37302,38263,56502,37802,23337,23.3,30.5,32396,3842,57.3,6.8
Tennessee,Rhea County,32478,16027,16451,24528,39368,22031,21.9,31.4,13341,1938,54.4,7.9
Tennessee,Roane County,52926,25970,26956,42366,45407,25555,15.4,19.9,21209,3474,50.1,8.2
Tennessee,Robertson County,68575,33839,34736,49595,57424,26441,11.3,16.6,32726,3422,66.0,6.9
Tennessee,Rutherford County,298456,147195,151261,212507,62149,27932,11.8,14.8,154929,10838,72.9,5.1
Tennessee,Scott County,21949,10831,11118,16608,31875,18748,26.2,34.3,8347,1561,50.3,9.4
Tennessee,Sequatchie County,14654,7229,7425,11267,51312,22744,14.4,19.9,5947,879,52.8,7.8
Tennessee,Sevier County,95523,46856,48667,72161,44473,23298,15.3,21.0,45945,4474,63.7,6.2
Tennessee,Shelby County,937847,446846,491001,665480,48415,28117,20.8,33.9,430218,57231,64.6,8.6
Tennessee,Smith County,19279,9617,9662,14544,44275,23015,14.1,17.2,8427,538,57.9,3.7
Tennessee,Stewart County,13248,6582,6666,10257,44090,22680,19.0,29.2,5181,841,50.5,8.2
Tennessee,Sullivan County,156519,75908,80611,124264,42251,25946,16.6,26.3,66637,8450,53.6,6.8
Tennessee,Sumner County,175730,85968,89762,129587,61584,30669,9.7,13.1,87498,5831,67.5,4.5
Tennessee,Tipton County,61434,30363,31071,45419,57212,26110,14.6,20.2,27671,3679,60.9,8.1
Tennessee,Trousdale County,8773,4654,4119,6814,41776,22863,13.3,14.8,3834,559,56.3,8.2
Tennessee,Unicoi County,17830,8880,8950,14120,36576,21374,20.1,29.9,7017,1525,49.7,10.8
Tennessee,Union County,19176,9516,9660,14823,40132,20478,21.6,31.9,7240,1067,48.8,7.2
Tennessee,Van Buren County,5675,2870,2805,4556,43631,20672,19.5,29.9,2308,528,50.7,11.6
Tennessee,Warren County,40210,19846,20364,29123,36765,21339,21.6,33.4,17029,1980,58.5,6.8
Tennessee,Washington County,126437,61427,65010,98962,44180,27334,16.5,22.0,59101,5245,59.7,5.3
Tennessee,Wayne County,16713,9273,7440,13492,34299,18702,19.6,30.4,5815,1133,43.1,8.4
Tennessee,Weakley County,33776,16466,17310,26790,36550,19699,20.5,26.9,14098,2224,52.6,8.3
Tennessee,White County,26394,12929,13465,20402,37654,19867,17.6,24.0,9994,1897,49.0,9.3
Tennessee,Williamson County,212161,103812,108349,146332,103543,48482,4.6,5.2,105734,5268,72.3,3.6
Tennessee,Wilson County,128874,63009,65865,95199,66123,31155,9.2,13.3,63207,4284,66.4,4.5
Texas,Anderson County,57747,35292,22455,44095,42313,17466,15.7,23.0,19102,1896,43.3,4.3
Texas,Andrews County,17577,8980,8597,10695,70753,29903,11.9,15.5,8054,481,75.3,4.5
Texas,Angelina County,87700,42707,44993,60533,46472,21974,19.1,27.1,36164,4601,59.7,7.6
Texas,Aransas County,24832,12448,12384,19441,44601,29999,17.8,26.8,10387,1303,53.4,6.7
Texas,Archer County,8793,4335,4458,6712,63192,31103,8.8,10.1,4344,201,64.7,3.0
Texas,Armstrong County,1929,974,955,1501,68750,31219,7.5,13.6,968,27,64.5,1.8
Texas,Atascosa County,48139,24051,24088,33109,55194,23973,14.6,22.5,20208,2020,61.0,6.1
Texas,Austin County,29292,14474,14818,20449,62614,30101,13.4,23.5,13509,1104,66.1,5.4
Texas,Bailey County,7098,3678,3420,3916,43523,18662,22.3,33.8,3157,86,80.6,2.2
Texas,Bandera County,21316,10570,10746,17097,56413,29177,16.5,31.2,8682,975,50.8,5.7
Texas,Bastrop County,80306,40845,39461,53287,59185,25172,13.3,18.9,33500,4103,62.9,7.7
Texas,Baylor County,3602,1740,1862,2811,36157,30820,13.1,3.4,1434,65,51.0,2.3
Texas,Bee County,32729,19883,12846,24925,45415,17504,19.7,31.8,10125,1570,40.6,6.3
Texas,Bell County,336506,168147,168359,231161,52583,25017,14.3,20.4,135361,19186,58.6,8.3
Texas,Bexar County,1892004,932577,959427,1262321,53999,26158,16.4,23.3,867502,77002,68.7,6.1
Texas,Blanco County,11089,5576,5513,8562,58500,31249,10.8,16.1,5106,488,59.6,5.7
Texas,Borden County,602,309,293,435,77708,38923,2.8,0.0,255,7,58.6,1.5
Texas,Bosque County,17955,8831,9124,13377,48677,25763,15.6,26.5,7475,696,55.9,5.2
Texas,Bowie County,93635,47173,46462,69154,46283,24761,17.9,26.4,36668,5048,53.0,7.3
Texas,Brazoria County,345995,175156,170839,232385,76426,32343,9.9,12.1,162270,11387,69.8,4.9
Texas,Brazos County,214231,108478,105753,150587,43907,25337,26.0,22.9,103649,7078,68.8,4.7
Texas,Brewster County,9220,4464,4756,7083,38906,26073,10.9,7.6,4151,503,58.6,7.1
Texas,Briscoe County,1591,796,795,1182,42500,23199,13.9,17.2,729,73,61.7,6.2
Texas,Brooks County,7251,3750,3501,4628,24794,13549,41.5,62.3,2489,639,53.8,13.8
Texas,Brown County,37787,18741,19046,27983,43062,24040,16.4,24.7,15238,1203,54.5,4.3
Texas,Burleson County,17596,8781,8815,12859,52510,27112,15.1,26.9,7697,862,59.9,6.7
Texas,Burnet County,45017,22234,22783,33766,57173,29247,12.3,18.4,19567,1452,57.9,4.3
Texas,Caldwell County,40544,20563,19981,28283,51346,23366,17.7,22.9,18238,962,64.5,3.4
Texas,Calhoun County,21821,10976,10845,14965,58788,26909,15.8,24.6,9676,943,64.7,6.3
Texas,Callahan County,13660,6650,7010,10269,40945,22205,15.6,15.4,5128,359,49.9,3.5
Texas,Cameron County,420201,203657,216544,224981,36095,16085,31.2,43.9,153938,17998,68.4,8.0
Texas,Camp County,12670,6215,6455,8606,41811,21069,17.4,24.4,5274,525,61.3,6.1
Texas,Carson County,6033,2888,3145,4433,67010,31788,6.4,7.8,2896,84,65.3,1.9
Texas,Cass County,30118,14599,15519,22979,41432,22145,18.5,30.7,11991,1677,52.2,7.3
Texas,Castro County,7891,3958,3933,4447,44643,22292,15.9,22.7,3289,187,74.0,4.2
Texas,Chambers County,39283,19679,19604,25703,74368,31412,12.9,17.8,16713,1671,65.0,6.5
Texas,Cherokee County,51594,26307,25287,35239,44294,21102,18.7,29.0,20526,2150,58.2,6.1
Texas,Childress County,7064,3933,3131,5426,40432,18694,19.6,15.7,2515,282,46.4,5.2
Texas,Clay County,10369,5184,5185,7989,46863,27593,15.0,21.8,4373,575,54.7,7.2
Texas,Cochran County,2932,1492,1440,1779,37500,19195,24.8,34.7,1189,142,66.8,8.0
Texas,Coke County,3238,1609,1629,2550,42500,24623,16.6,19.5,1462,110,57.3,4.3
Texas,Coleman County,8422,4282,4140,6470,40804,26436,20.3,29.0,3310,330,51.2,5.1
Texas,Collin County,914075,448915,465160,584404,90124,41609,6.9,8.2,474671,25129,81.2,4.3
Texas,Collingsworth County,3026,1508,1518,2035,46348,21356,15.0,25.8,1386,144,68.1,7.1
Texas,Colorado County,20913,10487,10426,14875,50241,26689,12.0,15.3,9491,431,63.8,2.9
Texas,Comal County,129100,63732,65368,94928,73655,35841,9.2,14.1,59833,3607,63.0,3.8
Texas,Comanche County,13492,6710,6782,9715,42419,22751,18.2,29.2,5454,350,56.1,3.6
Texas,Concho County,3858,2622,1236,2114,46696,17513,8.5,13.8,1023,8,48.4,0.4
Texas,Cooke County,39064,19358,19706,27204,60027,29067,13.9,24.7,18724,1415,68.8,5.2
Texas,Coryell County,75818,37921,37897,55434,50865,21171,13.3,18.9,23306,5488,42.0,9.9
Texas,Cottle County,1498,758,740,1061,33534,20566,24.5,35.8,651,114,61.4,10.7
Texas,Crane County,4836,2515,2321,2746,63935,24582,11.8,16.6,2023,71,73.7,2.6
Texas,Crockett County,3836,1903,1933,2618,52310,23296,20.9,39.8,1733,63,66.2,2.4
Texas,Crosby County,5895,2918,2977,4174,38674,20057,20.8,29.7,2519,321,60.3,7.7
Texas,Culberson County,2257,1162,1095,1587,33125,16763,29.4,47.3,974,84,61.4,5.3
Texas,Dallam County,7207,3880,3327,4139,45580,25221,15.9,24.6,3501,153,84.6,3.7
Texas,Dallas County,2552213,1257751,1294462,1473599,53626,29810,17.7,27.1,1252101,86942,85.0,5.9
Texas,Dawson County,13095,7274,5821,9223,43201,21360,18.5,20.4,4968,618,53.9,6.7
Texas,Deaf Smith County,18947,9499,9448,10652,51543,21209,18.0,26.8,8619,533,80.9,5.0
Texas,Delta County,5172,2552,2620,3959,42642,22732,22.9,40.1,1980,253,50.0,6.4
Texas,Denton County,781321,384390,396931,519933,80290,37928,8.4,9.4,419189,23397,80.6,4.5
Texas,DeWitt County,20474,10697,9777,15285,50960,28116,16.0,20.2,7965,994,52.1,6.5
Texas,Dickens County,2224,1186,1038,1664,43088,24171,16.6,19.3,747,250,44.9,15.0
Texas,Dimmit County,10822,5284,5538,7179,31384,17939,30.2,43.3,3805,1077,53.0,15.0
Texas,Donley County,3433,1714,1719,2699,44429,23212,14.9,23.5,1421,124,52.6,4.6
Texas,Duval County,11434,5891,5543,8283,35443,19085,25.2,36.2,3950,1126,47.7,13.6
Texas,Eastland County,18278,9337,8941,14087,32135,20433,17.4,24.6,6910,803,49.1,5.7
Texas,Ector County,155744,78798,76946,96417,59528,27728,12.3,15.6,72576,6653,75.3,6.9
Texas,Edwards County,2111,965,1146,1765,48462,28968,7.0,12.4,888,90,50.3,5.1
Texas,Ellis County,164092,80837,83255,111526,67371,28612,10.5,14.6,78597,5130,70.5,4.6
Texas,El Paso County,834825,409199,425626,488016,43244,19950,21.7,30.2,341350,34161,69.9,7.0
Texas,Erath County,41016,20118,20898,30429,47013,23511,22.6,21.5,19076,1308,62.7,4.3
Texas,Falls County,17289,8135,9154,12915,38834,17755,25.2,37.7,5774,788,44.7,6.1
Texas,Fannin County,33787,17846,15941,25406,47875,23212,14.8,19.1,13407,1321,52.8,5.2
Texas,Fayette County,24963,12188,12775,18780,56941,30405,9.1,10.1,11626,282,61.9,1.5
Texas,Fisher County,3875,1867,2008,2961,45294,27750,17.4,24.5,1728,166,58.4,5.6
Texas,Floyd County,5953,2911,3042,4035,48767,24347,18.2,28.7,2444,258,60.6,6.4
Texas,Foard County,1414,749,665,1096,50000,26034,5.7,5.3,591,124,53.9,11.3
Texas,Fort Bend County,711421,349697,361724,434611,93645,38382,8.1,10.7,339159,23034,78.0,5.3
Texas,Franklin County,10639,5409,5230,7429,43967,23642,15.0,22.8,4397,565,59.2,7.6
Texas,Freestone County,19646,10224,9422,14290,45890,24060,17.3,26.4,7422,600,51.9,4.2
Texas,Frio County,19110,11363,7747,12651,37382,16833,20.3,26.8,6859,924,54.2,7.3
Texas,Gaines County,19889,10082,9807,10115,58167,22656,11.0,11.6,8134,455,80.4,4.5
Texas,Galveston County,321184,158564,162620,225661,65702,33870,13.9,19.7,149076,14668,66.1,6.5
Texas,Garza County,6739,4369,2370,3472,53832,20635,13.5,26.1,2445,69,70.4,2.0
Texas,Gillespie County,25939,12655,13284,19514,56267,32557,12.4,22.6,11800,976,60.5,5.0
Texas,Glasscock County,1420,792,628,855,64886,32885,11.6,6.1,669,186,78.2,21.8
Texas,Goliad County,7510,3778,3732,5773,56737,30075,16.4,31.2,2994,369,51.9,6.4
Texas,Gonzales County,20558,10400,10158,12811,47516,23635,17.2,25.0,8939,653,69.8,5.1
Texas,Gray County,22962,12143,10819,15721,48314,23457,14.9,20.3,9498,770,60.4,4.9
Texas,Grayson County,126146,61556,64590,90691,52683,26535,14.3,19.7,57373,5895,63.3,6.5
Texas,Gregg County,123402,60366,63036,84357,47970,25144,17.6,24.5,55237,4049,65.5,4.8
Texas,Grimes County,27358,15070,12288,19712,49745,23585,18.6,30.7,10403,1084,52.8,5.5
Texas,Guadalupe County,150889,74611,76278,106496,66187,29300,10.6,14.6,70169,4792,65.9,4.5
Texas,Hale County,34527,17906,16621,22811,46012,19205,19.8,27.2,14267,1460,62.5,6.4
Texas,Hall County,3102,1552,1550,2140,31324,20022,22.2,27.7,1125,278,52.6,13.0
Texas,Hamilton County,8220,4062,4158,6304,46611,26522,16.1,23.8,3584,195,56.9,3.1
Texas,Hansford County,5532,2760,2772,3061,40678,21989,18.7,27.5,2394,116,78.2,3.8
Texas,Hardeman County,3990,1950,2040,2832,37995,21517,13.8,15.9,1695,190,59.9,6.7
Texas,Hardin County,55993,27365,28628,41486,56131,29693,12.0,15.0,24056,1825,58.0,4.4
Texas,Harris County,4525519,2251060,2274459,2605043,57791,30856,16.8,25.0,2180392,166723,83.7,6.4
Texas,Harrison County,66606,32517,34089,47243,48644,25123,17.9,24.2,27603,3401,58.4,7.2
Texas,Hartley County,5821,3524,2297,4159,64427,20676,8.1,11.4,2049,50,49.3,1.2
Texas,Haskell County,5806,3247,2559,3969,43529,21120,19.3,32.6,2180,377,54.9,9.5
Texas,Hays County,194843,96973,97870,139025,62815,29253,15.3,14.8,99069,7368,71.3,5.3
Texas,Hemphill County,4152,1976,2176,2336,68679,29470,8.8,14.3,1898,161,81.2,6.9
Texas,Henderson County,79687,38840,40847,59045,44888,24315,18.0,29.2,31087,3661,52.6,6.2
Texas,Hidalgo County,839539,410383,429156,403944,37097,15883,31.8,43.8,313678,32719,77.7,8.1
Texas,Hill County,35098,17374,17724,25134,45970,23342,17.5,27.0,14579,2036,58.0,8.1
Texas,Hockley County,23273,11505,11768,16017,49184,22673,14.9,18.7,10337,1185,64.5,7.4
Texas,Hood County,55418,27199,28219,42883,60275,32578,12.3,20.3,22905,1286,53.4,3.0
Texas,Hopkins County,35929,17643,18286,25059,47832,24236,17.9,27.3,15408,1478,61.5,5.9
Texas,Houston County,22849,12274,10575,17923,33552,17884,24.7,40.3,7642,807,42.6,4.5
Texas,Howard County,36491,20588,15903,25331,50855,22994,13.9,16.6,14393,1697,56.8,6.7
Texas,Hudspeth County,3702,1841,1861,1737,26346,12543,35.6,51.5,1083,99,62.3,5.7
Texas,Hunt County,90322,44432,45890,65205,49319,23942,18.8,26.2,38753,4238,59.4,6.5
Texas,Hutchinson County,21704,10838,10866,15528,50035,25154,16.4,23.6,9149,807,58.9,5.2
Texas,Irion County,1592,853,739,1216,63021,32307,13.5,16.3,718,84,59.0,6.9
Texas,Jack County,8839,4973,3866,6485,52829,25553,18.2,27.8,3160,233,48.7,3.6
Texas,Jackson County,14756,7214,7542,10103,58504,26809,13.7,17.9,6760,475,66.9,4.7
Texas,Jasper County,35444,17420,18024,26438,41960,21402,16.8,22.3,12541,2723,47.4,10.3
Texas,Jeff Davis County,2236,1070,1166,1542,46534,25167,6.7,0.0,911,79,59.1,5.1
Texas,Jefferson County,254574,130404,124170,175785,46315,25370,19.4,29.2,105319,11426,59.9,6.5
Texas,Jim Hogg County,5262,2623,2639,3499,31403,17761,26.0,35.9,1646,595,47.0,17.0
Texas,Jim Wells County,41318,20134,21184,28280,41103,20631,23.0,32.4,16282,1499,57.6,5.3
Texas,Johnson County,160173,79887,80286,113111,60458,26574,11.0,14.6,72273,5542,63.9,4.9
Texas,Jones County,19969,12658,7311,15944,48601,17960,15.9,19.9,5057,670,31.7,4.2
Texas,Karnes County,15051,8960,6091,11095,53051,27011,19.3,32.1,5433,455,49.0,4.1
Texas,Kaufman County,114852,56347,58505,77303,63926,26631,12.4,16.4,53146,5025,68.8,6.5
Texas,Kendall County,40306,19568,20738,29350,81023,39517,5.7,7.7,18640,1291,63.5,4.4
Texas,Kenedy County,564,280,284,296,24800,13705,24.8,29.9,183,113,61.8,38.2
Texas,Kent County,680,311,369,527,52250,27515,17.9,42.0,304,8,57.7,1.6
Texas,Kerr County,50761,24563,26198,38666,48698,28484,13.8,23.3,21475,2320,55.5,6.0
Texas,Kimble County,4432,2140,2292,3485,41095,26982,22.1,36.4,2027,223,58.2,6.4
Texas,King County,289,150,139,184,56964,29918,3.5,6.8,173,11,94.0,6.0
Texas,Kinney County,3631,2234,1397,2567,34926,21395,10.6,8.3,1351,208,52.6,8.1
Texas,Kleberg County,31540,16290,15250,22956,41700,19806,23.7,27.4,13683,2227,59.6,9.7
Texas,Knox County,3753,1879,1874,2516,46319,21046,14.7,23.2,1504,128,59.8,5.1
Texas,Lamar County,49401,23876,25525,36668,42198,23625,17.8,26.1,21134,2053,57.6,5.6
Texas,Lamb County,13368,6832,6536,8783,43712,21760,20.5,28.3,5671,316,64.6,3.6
Texas,Lampasas County,20473,10144,10329,15176,54467,26405,12.0,14.9,8612,1123,56.7,7.4
Texas,La Salle County,7418,4347,3071,5387,44601,26268,8.2,8.7,2716,291,50.4,5.4
Texas,Lavaca County,19859,9596,10263,14374,51708,29946,10.5,13.3,8843,417,61.5,2.9
Texas,Lee County,16850,8476,8374,12040,55741,26740,13.8,19.0,7894,542,65.6,4.5
Texas,Leon County,16966,8485,8481,12404,44875,27096,16.3,27.0,6574,881,53.0,7.1
Texas,Liberty County,79884,39491,40393,55185,48344,22153,16.2,21.5,28685,4304,52.0,7.8
Texas,Limestone County,23480,12071,11409,16469,40356,21093,20.7,33.5,8824,1696,53.6,10.3
Texas,Lipscomb County,3495,1880,1615,2216,59583,29995,10.5,13.5,1653,115,74.6,5.2
Texas,Live Oak County,12043,6548,5495,8921,51480,22847,16.3,23.8,4301,339,48.2,3.8
Texas,Llano County,20195,9848,10347,16826,50524,35680,12.5,19.9,7660,1397,45.5,8.3
Texas,Loving County,74,39,35,59,80938,35530,17.1,0.0,39,20,66.1,33.9
Texas,Lubbock County,298042,147080,150962,216218,49078,26196,18.8,21.4,145154,10378,67.1,4.8
Texas,Lynn County,5785,2957,2828,4001,44922,26758,18.0,26.9,2419,324,60.5,8.1
Texas,McCulloch County,8145,4171,3974,6009,42367,23398,16.3,25.1,3658,192,60.9,3.2
Texas,McLennan County,245720,119894,125826,170837,46262,24273,19.3,26.1,112592,8713,65.9,5.1
Texas,McMullen County,600,321,279,406,71389,33472,7.0,0.0,202,107,49.8,26.3
Texas,Madison County,13979,8649,5330,10426,44004,17436,15.4,18.5,4249,323,40.8,3.1
Texas,Marion County,10140,5025,5115,8169,36938,25933,22.3,37.9,3635,874,44.5,10.7
Texas,Martin County,5547,2856,2691,3585,71115,28560,7.0,7.8,2527,68,70.5,1.9
Texas,Mason County,4122,2200,1922,2992,40949,24519,12.6,20.1,2173,84,72.6,2.8
Texas,Matagorda County,36744,18249,18495,24931,44896,23294,20.6,33.8,16009,1596,64.2,6.4
Texas,Maverick County,57471,28522,28949,27831,37734,16658,24.5,32.1,21113,3590,75.9,12.9
Texas,Medina County,48548,25073,23475,35763,59305,25572,12.7,17.4,20958,1895,58.6,5.3
Texas,Menard County,2123,1159,964,1650,37917,23613,9.8,11.9,1014,84,61.5,5.1
Texas,Midland County,159883,80338,79545,103212,75815,38545,8.7,11.5,80471,3612,78.0,3.5
Texas,Milam County,24479,12194,12285,17688,41768,22911,16.0,25.5,9527,973,53.9,5.5
Texas,Mills County,4887,2275,2612,3549,46318,24858,14.9,19.8,2055,103,57.9,2.9
Texas,Mitchell County,8774,5417,3357,6669,52194,19741,7.9,9.0,2801,427,42.0,6.4
Texas,Montague County,19406,9512,9894,14259,46592,26278,15.5,21.7,7938,941,55.7,6.6
Texas,Montgomery County,535187,265034,270153,352796,74323,38012,10.3,13.9,249640,17287,70.8,4.9
Texas,Moore County,22016,11466,10550,11352,52469,21372,16.9,26.0,10591,465,93.3,4.1
Texas,Morris County,12530,6022,6508,9333,40227,22803,15.7,20.9,5044,924,54.0,9.9
Texas,Motley County,1114,575,539,846,40598,25908,12.2,11.3,513,69,60.6,8.1
Texas,Nacogdoches County,65411,31297,34114,46030,41482,22589,24.9,32.2,28199,3959,61.3,8.6
Texas,Navarro County,48239,23726,24513,31446,45103,22152,18.8,29.8,20325,2956,64.6,9.4
Texas,Newton County,14187,7436,6751,11144,40180,20800,15.7,19.3,4971,1293,44.6,11.6
Texas,Nolan County,14990,7629,7361,10812,42019,23686,16.8,25.0,6316,768,58.4,7.1
Texas,Nueces County,358484,176836,181648,252113,53317,26780,16.7,23.8,165116,14875,65.5,5.9
Texas,Ochiltree County,10484,5353,5131,5698,50120,24157,13.0,14.7,4679,433,82.1,7.6
Texas,Oldham County,2083,1208,875,1289,62426,25461,11.1,14.6,776,49,60.2,3.8
Texas,Orange County,83909,41505,42404,61569,53667,27938,14.2,18.7,36743,3694,59.7,6.0
Texas,Palo Pinto County,28109,13904,14205,20418,45067,24840,18.3,28.3,11724,1613,57.4,7.9
Texas,Panola County,23574,11635,11939,17245,49704,26205,15.3,22.3,9855,655,57.1,3.8
Texas,Parker County,125963,62545,63418,91539,70608,33367,9.2,12.7,58626,5035,64.0,5.5
Texas,Parmer County,9871,5065,4806,5688,50410,21876,17.3,27.6,4411,159,77.5,2.8
Texas,Pecos County,15804,9058,6746,10542,50543,19088,11.5,11.5,6103,390,57.9,3.7
Texas,Polk County,46974,25288,21686,35008,43267,23023,18.7,32.0,17988,2976,51.4,8.5
Texas,Potter County,121230,62467,58763,75898,41852,21941,21.7,29.1,52859,3188,69.6,4.2
Texas,Presidio County,7191,3558,3633,3408,26486,15329,26.3,31.9,2426,334,71.2,9.8
Texas,Rains County,11246,5722,5524,8630,48308,23976,13.1,17.6,4601,492,53.3,5.7
Texas,Randall County,130552,64149,66403,95349,65564,32922,9.6,11.6,68640,3528,72.0,3.7
Texas,Reagan County,3735,1986,1749,2166,59760,25273,18.0,30.5,1752,84,80.9,3.9
Texas,Real County,3358,1553,1805,2579,36493,20873,20.2,33.6,1281,157,49.7,6.1
Texas,Red River County,12353,5803,6550,9753,35356,21177,16.5,18.5,4770,878,48.9,9.0
Texas,Reeves County,14791,8938,5853,8930,49390,18992,13.2,16.1,5140,714,57.6,8.0
Texas,Refugio County,7293,3617,3676,5487,50338,23959,16.6,28.2,2961,433,54.0,7.9
Texas,Roberts County,889,404,485,625,79167,34555,3.3,7.3,409,15,65.4,2.4
Texas,Robertson County,16727,8291,8436,11889,52189,23337,15.2,21.2,7180,915,60.4,7.7
Texas,Rockwall County,90414,44463,45951,61266,93269,38933,5.8,7.5,44335,3002,72.4,4.9
Texas,Runnels County,10266,5050,5216,7659,41226,22190,16.3,20.2,4184,245,54.6,3.2
Texas,Rusk County,53026,27810,25216,38227,49270,23521,15.8,23.1,20340,2179,53.2,5.7
Texas,Sabine County,10429,5232,5197,8477,33561,20876,20.0,36.2,3379,602,39.9,7.1
Texas,San Augustine County,8403,4154,4249,6517,32394,21066,24.4,37.4,2493,873,38.3,13.4
Texas,San Jacinto County,27436,13563,13873,20605,43421,22308,17.2,22.0,10221,1339,49.6,6.5
Texas,San Patricio County,66867,33592,33275,46088,53332,24613,15.2,22.0,28869,2258,62.6,4.9
Texas,San Saba County,5851,2949,2902,4169,40301,22481,17.4,33.3,2475,133,59.4,3.2
Texas,Schleicher County,3122,1572,1550,1961,63432,28112,10.2,9.9,1475,124,75.2,6.3
Texas,Scurry County,17346,9446,7900,12385,54565,24140,12.8,17.2,6772,570,54.7,4.6
Texas,Shackelford County,3348,1677,1671,2505,46685,24296,17.7,20.6,1508,175,60.2,7.0
Texas,Shelby County,25689,12740,12949,17069,38121,20686,23.1,37.0,9432,1263,55.3,7.4
Texas,Sherman County,3067,1590,1477,1967,54961,25358,14.8,24.6,1604,30,81.5,1.5
Texas,Smith County,222277,107355,114922,155626,50742,26270,16.3,22.1,98488,10116,63.3,6.5
Texas,Somervell County,8650,4155,4495,6383,52346,27095,21.5,34.4,3671,179,57.5,2.8
Texas,Starr County,63420,30815,32605,29308,27133,13167,35.0,45.7,21423,4396,73.1,15.0
Texas,Stephens County,9365,4826,4539,6896,45862,23044,21.3,32.7,3730,324,54.1,4.7
Texas,Sterling County,1139,608,531,757,50000,25675,17.0,37.1,515,20,68.0,2.6
Texas,Stonewall County,1084,555,529,823,46786,28063,13.9,20.1,442,20,53.7,2.4
Texas,Sutton County,3894,2127,1767,2658,60996,31603,6.5,5.5,1827,157,68.7,5.9
Texas,Swisher County,7541,3955,3586,5179,37883,18878,22.2,30.8,2704,306,52.2,5.9
Texas,Tarrant County,1983675,971142,1012533,1270469,62532,30857,13.5,19.4,974947,68605,76.7,5.4
Texas,Taylor County,135371,66258,69113,98253,49161,25419,16.1,20.6,62872,4323,64.0,4.4
Texas,Terrell County,721,357,364,546,26063,21204,17.1,14.0,260,37,47.6,6.8
Texas,Terry County,12755,6753,6002,8567,42441,21938,13.7,21.1,4556,805,53.2,9.4
Texas,Throckmorton County,1541,705,836,1218,37279,27732,17.1,19.6,661,63,54.3,5.2
Texas,Titus County,32664,16055,16609,18900,46980,21090,19.3,29.4,14307,1153,75.7,6.1
Texas,Tom Green County,116906,57848,59058,85961,49662,27513,12.9,17.2,53414,3267,62.1,3.8
Texas,Travis County,1176584,593319,583265,783460,68350,38820,13.9,18.8,645807,35256,82.4,4.5
Texas,Trinity County,14481,6959,7522,11188,37398,20369,18.4,30.0,4946,1141,44.2,10.2
Texas,Tyler County,21456,11726,9730,17064,44396,21172,15.8,23.8,6746,1621,39.5,9.5
Texas,Upshur County,40506,20035,20471,29790,48796,24088,13.8,20.3,16720,2473,56.1,8.3
